ARO Accession,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name
3001127,SHV-73,SHV-73,CAJ47128.2,AM176548.2,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-73
3001769,OXA-42,OXA-42,CAD32564.1,AJ488302.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-42
3001927,CTX-M-66,CTX-M-66,ABQ45409.1,EF576988.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-66
3001676,OXA-235,OXA-235,AFH36330.1,JQ820240.2,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-235
3000318,mphB,mphB,BAA12910.1,D85892.1,macrolide phosphotransferase (MPH),macrolide antibiotic,antibiotic inactivation,mphB
3001190,SHV-151,SHV-151,AFQ23957.1,JX121118.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-151
3001606,OXA-415,OXA-415,AIG94927.1,KJ865754.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-415
3002260,IND-4,IND-4,AAG29765.2,AF219135.2,IND beta-lactamase,carbapenem,antibiotic inactivation,IND-4
3002840,vatA,vatA,AAA26683.1,L07778.1,streptogramin vat acetyltransferase,streptogramin A antibiotic;streptogramin antibiotic,antibiotic inactivation,vatA
3002353,GES-24,GES-24,BAP75641.1,AB901141.1,GES beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,GES-24
3002623,ANT(4')-Ia,ANT(4')-Ia,AAO83986.1,EF540343.1,ANT(4'),aminoglycoside antibiotic,antibiotic inactivation,ANT(4')-Ia
3001907,CTX-M-45,CTX-M-45,BAA28282.1,D89862.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-45
3001075,SHV-16,SHV-16,AAC98092.2,AF072684.2,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-16
3000922,TEM-53,TEM-53,AAD22538.1,AF104441.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-53
3001546,OXA-359,OXA-359,AGZ83155.1,KF421162.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-359
3001086,SHV-28,SHV-28,AAG15384.1,AF299299.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-28
3001526,OXA-338,OXA-338,AHN07454.1,KF048909.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-338
3002702,cmrA,cmrA,AAC45805.1,AF015087.1,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmrA
3002215,IMP-24,IMP-24,ABM68358.1,EF192154.1,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem,antibiotic inactivation,IMP-24
3002115,CMY-103,CMY-103,AHA80104.1,KF526116.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-103
3003112,lsaC,lsaC,AEA37904.1,HM990671.1,lsa-type ABC-F protein,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin antibiotic,antibiotic target protection,lsaC
3002209,IMP-18,IMP-18,AEQ73520.1,JN596991.1,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem,antibiotic inactivation,IMP-18
3001682,OXA-254,OXA-254,BAN10684.1,AB781687.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-254
3000599,Erm(33),Erm(33),CAC86410.1,AJ313523.1,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Erm(33)
3001187,SHV-148,SHV-148,AFQ23954.1,JX121115.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-148
3002913,vanO,vanO,AHA41500.1,KF478993.1,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanO
3001885,CTX-M-23,CTX-M-23,AAL99990.1,AF488377.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-23
3002106,CMY-93,CMY-93,AHM76768.1,KF992025.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-93
3000027,emrA,emrA,BAA16547.1,AP009048.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,emrA
3001514,OXA-326,OXA-326,AGW16408.1,KF203100.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-326
3002908,vanF,vanF,AAF36803.1,AF155139.1,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanF
3002750,QnrB35,QnrB35,AEL00456.1,JN173057.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,QnrB35
3001538,OXA-351,OXA-351,AGW83449.1,KF297580.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-351
3002616,aadA16,aadA16,ACF17980.1,EU675686.2,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA16
3000590,NDM-2,NDM-2,AEA41876.1,JF703135.1,NDM beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation,NDM-2
3001647,OXA-97,OXA-97,ABO33299.1,EF102240.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-97
3001795,OXA-56,OXA-56,AAR32651.1,AY445080.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-56
3002284,VIM-14,VIM-14,AAT48653.1,AY635904.1,VIM beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem,antibiotic inactivation,VIM-14
3002433,OKP-A-16,OKP-A-16,ACN65418.1,FJ755840.1,OKP beta-lactamase,cephalosporin;penam,antibiotic inactivation,OKP-A-16
3002002,CTX-M-144,CTX-M-144,AHX39588.1,KJ020573.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-144
3001975,CTX-M-115,CTX-M-115,AIL54055.1,KJ911020.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-115
3000989,TEM-127,TEM-127,AAR89358.1,AY368236.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-127
3000890,TEM-19,TEM-19,AFN21551.1,JX042489.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-19
3002611,aadA11,aadA11,AAV32840.1,AY758206.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA11
3001966,CTX-M-106,CTX-M-106,ADZ31262.1,HQ913565.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-106
3002796,QnrS7,QnrS7,AHE41344.1,KF730651.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,QnrS7
3001198,SHV-159,SHV-159,AFQ23965.1,JX121126.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-159
3001661,OXA-177,OXA-177,ADI58621.1,HM113563.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-177
3002422,OKP-A-5,OKP-A-5,CAJ19602.1,AM051143.1,OKP beta-lactamase,cephalosporin;penam,antibiotic inactivation,OKP-A-5
3001875,CTX-M-12,CTX-M-12,AAG34108.1,AF305837.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-12
3001779,OXA-146,OXA-146,ACI28281.1,FJ194494.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-146
3000573,tet(43),tet(43),ACS83748.1,GQ244501.1,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(43)
3002523,AAC(2')-Ia,AAC(2')-Ia,AAA03550.1,L06156.2,AAC(2'),aminoglycoside antibiotic,antibiotic inactivation,AAC(2')-Ia
3000884,TEM-12,TEM-12,AAA25053.1,M88143.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-12
3002306,VIM-36,VIM-36,AGC50806.1,JX982635.1,VIM beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem,antibiotic inactivation,VIM-36
3001522,OXA-334,OXA-334,AGW16416.1,KF203108.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-334
3000917,TEM-48,TEM-48,CAA71323.1,Y10280.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-48
3003033,mexY,mexY,BAA34300.1,AB015853.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;macrolide antibiotic;penam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,mexY
3003178,VIM-42,VIM-42,AJP08641.1,KP071470.1,VIM beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem,antibiotic inactivation,VIM-42
3001825,ACT-6,ACT-6,ACJ05686.1,FJ237366.1,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation,ACT-6
3002759,QnrB44,QnrB44,WP_063866105.1,NG_050507.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,QnrB44
3001030,TEM-164,TEM-164,ABX71157.1,EU274580.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-164
3002151,DHA-20,DHA-20,AIT76101.1,KM087848.1,DHA beta-lactamase,cephalosporin;cephamycin,antibiotic inactivation,DHA-20
3002145,DHA-14,DHA-14,AIT76107.1,KM087854.1,DHA beta-lactamase,cephalosporin;cephamycin,antibiotic inactivation,DHA-14
3002950,vanX gene in vanB cluster,vanX gene in vanB cluster,AAB05628.1,U35369.1,glycopeptide resistance gene cluster;vanX,glycopeptide antibiotic,antibiotic target alteration,vanX_in_vanB_cl
3003559,cepA,cepA,AAA21532.1,U05883.1,CepA beta-lactamase,cephalosporin,antibiotic inactivation,cepA
3003093,cphA3,cphA3,AAM63403.1,AY112998.1,CphA beta-lactamase,carbapenem,antibiotic inactivation,cphA3
3001327,MdtK,MdtK,AML99881.1,CP014358.1,multidrug and toxic compound extrusion (MATE) transporter,fluoroquinolone antibiotic,antibiotic efflux,MdtK
3000848,DIM-1,DIM-1,AGC92784.1,KC004136.2,DIM beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,DIM-1
3002945,vanH gene in vanF cluster,vanH gene in vanF cluster,AAF36802.1,AF155139.1,glycopeptide resistance gene cluster;vanH,glycopeptide antibiotic,antibiotic target alteration,vanH_in_vanF_cl
3002547,AAC(6')-Ib-cr1,AAC(6')-Ib-cr1,WP_071846215.1,NG_052213.1,AAC(6')-Ib-cr,aminoglycoside antibiotic;fluoroquinolone antibiotic,antibiotic inactivation,AAC(6')-Ib-cr1
3003059,tmrB,tmrB,CAB12108.2,AL009126.3,tunicamycin resistance protein,nucleoside antibiotic,reduced permeability to antibiotic,tmrB
3002371,VEB-2,VEB-2,AAK29174.1,AY027870.1,VEB beta-lactamase,cephalosporin;monobactam,antibiotic inactivation,VEB-2
3002130,CMY-119,CMY-119,AIT76098.1,KM087845.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-119
3002825,ErmY,ErmY,BAB20748.1,AB014481.1,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,antibiotic target alteration,ErmY
3001351,SHV-183,SHV-183,CDN33427.1,HG934764.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-183
3001014,TEM-147,TEM-147,ABB84515.1,DQ279850.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-147
3001167,SHV-120,SHV-120,AEG79634.1,JF812965.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-120
3002582,AAC(6')-Ib11,AAC(6')-Ib11,AAN41403.1,AY136758.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-Ib11
3001468,OXA-168,OXA-168,ADK35872.1,HM488989.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-168
3002800,QnrVC3,QnrVC3,ADI81040.1,HM015626.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,QnrVC3
3001638,OXA-107,OXA-107,ABV31687.1,EF650033.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-107
3000995,TEM-131,TEM-131,AAR10958.1,AY436361.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-131
3001409,OXA-14,OXA-14,AHX74209.1,KJ420612.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-14
3001618,OXA-70,OXA-70,AAW81341.1,AY750912.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-70
3002719,QnrB5,QnrB5,ABC17628.1,DQ303919.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,QnrB5
3002285,VIM-15,VIM-15,ACB54702.1,EU419745.1,VIM beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem,antibiotic inactivation,VIM-15
3002241,CARB-2,CARB-2,AAZ91704.1,DQ157752.1,CARB beta-lactamase,penam,antibiotic inactivation,CARB-2
3002184,MOX-4,MOX-4,ACI89425.1,FJ262599.1,MOX beta-lactamase,cephalosporin;cephamycin;penam,antibiotic inactivation,MOX-4
3002954,vanX gene in vanO cluster,vanX gene in vanO cluster,AHA41501.1,KF478993.1,glycopeptide resistance gene cluster;vanX,glycopeptide antibiotic,antibiotic target alteration,vanX_in_vanO_cl
3002961,vanY gene in vanM cluster,vanY gene in vanM cluster,ACL82959.1,FJ349556.1,glycopeptide resistance gene cluster;vanY,glycopeptide antibiotic,antibiotic target alteration,vanY_in_vanM_cl
3000186,tet(M),tet(M),BAB82500.1,AB039845.1,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(M)
3000197,tet(36),tet(36),CAD55718.1,AJ514254.1,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(36)
3001992,CTX-M-134,CTX-M-134,AFX60298.1,JX896165.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-134
3000880,TEM-8,TEM-8,CAA46344.1,X65252.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-8
3000118,vgaB,vgaB,AAB95639.1,U82085.2,vga-type ABC-F protein,pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target protection,vgaB
3003181,GES-26,GES-26,AJP67510.1,KP096411.1,GES beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,GES-26
3000875,TEM-3,TEM-3,CAA45828.1,X64523.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-3
3002986,bacA,bacA,AAC76093.1,U00096.3,undecaprenyl pyrophosphate related proteins,peptide antibiotic,antibiotic target alteration,bacA
3002561,AAC(6')-Ir,AAC(6')-Ir,AAD03490.1,AF031326.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-Ir
3002391,OXY-1-3,OXY-1-3,AAL78275.1,AY077482.1,OXY beta-lactamase,cephalosporin;monobactam;penam,antibiotic inactivation,OXY-1-3
3000866,oleI,oleI,ABA42118.2,DQ195535.2,ole glycosyltransferase,macrolide antibiotic,antibiotic inactivation,oleI
3001889,CTX-M-27,CTX-M-27,AAO61597.1,AY156923.1,CTX-M beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,CTX-M-27
3003063,ykkC,ykkC,CAB13166.1,AL009126.1,small multidrug resistance (SMR) antibiotic efflux pump,aminoglycoside antibiotic;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,ykkC
3001064,SHV-5,SHV-5,CAA39164.1,X55640.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-5
3002335,GES-6,GES-6,AAR97271.1,AY494718.1,GES beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,GES-6
3002100,CMY-87,CMY-87,BAL63057.1,AB699171.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-87
3002639,APH(3'')-Ib,APH(3'')-Ib,ABK33456.1,AF313472.2,APH(3''),aminoglycoside antibiotic,antibiotic inactivation,APH(3'')-Ib
3002589,AAC(6')-Iid,AAC(6')-Iid,CAE50925.1,AJ584700.2,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-Iid
3002791,QnrS2,QnrS2,ABF47470.1,DQ485530.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,QnrS2
3001560,OXA-374,OXA-374,AHL30274.1,KF986255.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-374
3000961,TEM-94,TEM-94,CAC85661.1,AJ318094.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-94
3001666,OXA-201,OXA-201,ADX07746.1,HQ734812.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-201
3001920,CTX-M-59,CTX-M-59,ABD73290.1,DQ408762.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-59
3001824,ACT-5,ACT-5,ACJ05689.1,FJ237369.1,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation,ACT-5
3002614,aadA14,aadA14,CAI57696.1,AJ884726.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA14
3002069,CMY-59,CMY-59,BAJ17544.1,AB587082.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-59
3001621,OXA-76,OXA-76,AAX51234.1,AY949203.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-76
3001860,IMI-3,IMI-3,ACX71212.1,GU015024.1,IMI beta-lactamase,carbapenem,antibiotic inactivation,IMI-3
3002667,rmtD,rmtD,ABY64751.1,EU269034.2,16S rRNA methyltransferase (G1405),aminoglycoside antibiotic,antibiotic target alteration,rmtD
3001648,OXA-128,OXA-128,ABY77907.1,EU375515.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-128
3001683,OXA-312,OXA-312,AGU69250.1,KF057029.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-312
3001951,CTX-M-91,CTX-M-91,ACX34099.1,GQ870432.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-91
3000074,emrB,emrB,AAC75733.1,U00096.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,emrB
3001936,CTX-M-75,CTX-M-75,ACS32294.1,GQ149244.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-75
3000449,FomB,FomB,BAA32494.1,AB016934.1,Fom phosphotransferase family,phosphonic acid antibiotic,antibiotic inactivation,FomB
3002323,KPC-13,KPC-13,AEA73284.1,HQ342889.1,KPC beta-lactamase,carbapenem;cephalosporin;monobactam;penam,antibiotic inactivation,KPC-13
3002666,rmtF,rmtF,AFJ11385.1,JQ808129.1,16S rRNA methyltransferase (G1405),aminoglycoside antibiotic,antibiotic target alteration,rmtF
3001415,OXA-20,OXA-20,ACC55538.1,CP000863.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-20
3000859,rmtA,rmtA,BAC20579.1,AB083212.2,16S rRNA methyltransferase (G1405),aminoglycoside antibiotic,antibiotic target alteration,rmtA
3001933,CTX-M-72,CTX-M-72,AAV97957.1,AY847148.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-72
3002735,QnrB20,QnrB20,BAG55487.1,AB379831.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,QnrB20
3002279,VIM-9,VIM-9,AAS13760.1,AY524988.1,VIM beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem,antibiotic inactivation,VIM-9
3001573,OXA-387,OXA-387,AHK51384.1,KJ173478.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-387
3003193,QnrVC7,QnrVC7,AJA36815.1,KM555152.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,QnrVC7
3001465,OXA-165,OXA-165,ADK35869.1,HM488986.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-165
3002478,LEN-15,LEN-15,AAL50725.1,AF452105.1,LEN beta-lactamase,penam;penem,antibiotic inactivation,LEN-15
3001640,OXA-109,OXA-109,ABV31689.1,EF650035.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-109
3002273,VIM-3,VIM-3,AAG27703.1,AF300454.1,VIM beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem,antibiotic inactivation,VIM-3
3002080,CMY-67,CMY-67,AFK08541.1,JQ711185.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-67
3001819,ACC-5,ACC-5,CCK86740.1,HE819401.1,ACC beta-lactamase,cephalosporin;monobactam;penam,antibiotic inactivation,ACC-5
3002317,KPC-7,KPC-7,ACE62798.1,EU729727.1,KPC beta-lactamase,carbapenem;cephalosporin;monobactam;penam,antibiotic inactivation,KPC-7
3001976,CTX-M-116,CTX-M-116,AEI70324.1,JF966749.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-116
3000949,TEM-82,TEM-82,AAL29434.1,AF427128.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-82
3002401,OXY-2-6,OXY-2-6,AAL78278.2,AY077485.2,OXY beta-lactamase,cephalosporin;monobactam;penam,antibiotic inactivation,OXY-2-6
3001615,OXA-66,OXA-66,ABK34774.1,EF016356.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-66
3001575,OXA-389,OXA-389,AHL30287.1,KJ135346.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-389
3002879,linG,linG,ABG65740.1,DQ836009.1,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic,antibiotic inactivation,linG
3001481,OXA-196,OXA-196,AEB98922.1,HQ425494.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-196
3002176,MIR-11,MIR-11,AIT76112.1,KM087859.1,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation,MIR-11
3002457,LEN-7,LEN-7,CTQ11867.1,CXPA01000063.1,LEN beta-lactamase,penam;penem,antibiotic inactivation,LEN-7
3002023,CMY-12,CMY-12,CAA76382.1,Y16785.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-12
3002494,SRT-2,SRT-2,AAS07017.3,AY524276.3,SRT beta-lactamase,cephalosporin,antibiotic inactivation,SRT-2
3002536,AAC(3)-IIIa,AAC(3)-IIIa,CAA39184.1,X55652.1,AAC(3),aminoglycoside antibiotic,antibiotic inactivation,AAC(3)-IIIa
