ARO,Cluster#,ARG Name,ARG Family,Drug class
3001448,4,OXA-126,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001449,4,OXA-127,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001600,4,OXA-409,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001602,4,OXA-411,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001603,4,OXA-412,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001604,4,OXA-413,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001605,4,OXA-414,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001524,4,OXA-336,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003121,4,OXA-430,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001525,4,OXA-337,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001527,4,OXA-339,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003120,4,OXA-429,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001528,4,OXA-340,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001496,4,OXA-234,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001529,4,OXA-341,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003124,4,OXA-431,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001530,4,OXA-342,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003125,4,OXA-432,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001715,4,OXA-259,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001531,4,OXA-343,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003126,4,OXA-433,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001716,4,OXA-260,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001532,4,OXA-344,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001533,4,OXA-345,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005728,4,OXA-497,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005737,4,OXA-507,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005738,4,OXA-508,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005739,4,OXA-509,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005740,4,OXA-510,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005741,4,OXA-511,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005746,4,OXA-516,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005751,4,OXA-521,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005753,4,OXA-523,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005754,4,OXA-524,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005755,4,OXA-525,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005758,4,OXA-528,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005759,4,OXA-529,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005760,4,OXA-530,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005761,4,OXA-531,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005762,4,OXA-532,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005765,4,OXA-536,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005769,4,OXA-545,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005778,4,OXA-554,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005779,4,OXA-555,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005780,4,OXA-556,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005781,4,OXA-557,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005782,4,OXA-558,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005783,4,OXA-559,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005784,4,OXA-560,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005785,4,OXA-561,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005786,4,OXA-562,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005869,4,OXA-654,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005888,4,OXA-680,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005889,4,OXA-682,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005890,4,OXA-683,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005891,4,OXA-684,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005892,4,OXA-685,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005893,4,OXA-686,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005894,4,OXA-687,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005895,4,OXA-688,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005896,4,OXA-689,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005897,4,OXA-690,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005898,4,OXA-691,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005899,4,OXA-692,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005900,4,OXA-693,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005901,4,OXA-694,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005902,4,OXA-695,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005903,4,OXA-696,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005904,4,OXA-697,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005905,4,OXA-698,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005906,4,OXA-699,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005907,4,OXA-700,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005908,4,OXA-701,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005909,4,OXA-702,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005910,4,OXA-703,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005911,4,OXA-704,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005912,4,OXA-705,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005913,4,OXA-706,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005914,4,OXA-707,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005915,4,OXA-708,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005916,4,OXA-709,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005917,4,OXA-710,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005918,4,OXA-711,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005919,4,OXA-712,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005920,4,OXA-713,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005921,4,OXA-714,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005922,4,OXA-715,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005923,4,OXA-716,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005924,4,OXA-717,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005925,4,OXA-718,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005926,4,OXA-719,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005927,4,OXA-720,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005928,4,OXA-721,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005929,4,OXA-722,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005930,4,OXA-723,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005938,4,OXA-733,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005939,4,OXA-734,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005940,4,OXA-735,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005942,4,OXA-738,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005943,4,OXA-739,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005944,4,OXA-740,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005945,4,OXA-741,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005946,4,OXA-742,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005947,4,OXA-743,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005948,4,OXA-744,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005949,4,OXA-745,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005950,4,OXA-746,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005951,4,OXA-747,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005952,4,OXA-748,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005953,4,OXA-749,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005954,4,OXA-750,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005955,4,OXA-751,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005956,4,OXA-752,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005957,4,OXA-753,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005958,4,OXA-754,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005959,4,OXA-755,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005960,4,OXA-756,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005961,4,OXA-757,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005962,4,OXA-758,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005963,4,OXA-759,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005964,4,OXA-760,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005965,4,OXA-761,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005966,4,OXA-762,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005967,4,OXA-763,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005968,4,OXA-764,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005969,4,OXA-765,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005970,4,OXA-766,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005971,4,OXA-767,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005972,4,OXA-768,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005973,4,OXA-769,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005974,4,OXA-770,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005975,4,OXA-771,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005976,4,OXA-772,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005977,4,OXA-773,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005978,4,OXA-774,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005979,4,OXA-775,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005980,4,OXA-776,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005984,4,OXA-781,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005985,4,OXA-782,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005997,4,OXA-797,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005998,4,OXA-798,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005999,4,OXA-799,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006000,4,OXA-800,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006025,4,OXA-828,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006026,4,OXA-829,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006028,4,OXA-831,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006031,4,OXA-834,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006044,4,OXA-852,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006045,4,OXA-853,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006046,4,OXA-854,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006047,4,OXA-855,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006048,4,OXA-856,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006049,4,OXA-857,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006050,4,OXA-858,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006051,4,OXA-859,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006052,4,OXA-860,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006053,4,OXA-861,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006054,4,OXA-862,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006055,4,OXA-863,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006056,4,OXA-864,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006057,4,OXA-865,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006058,4,OXA-866,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006059,4,OXA-867,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006060,4,OXA-868,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006061,4,OXA-869,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006062,4,OXA-870,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006063,4,OXA-871,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006064,4,OXA-872,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006065,4,OXA-873,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006066,4,OXA-874,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006067,4,OXA-875,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006068,4,OXA-876,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006069,4,OXA-877,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006070,4,OXA-878,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006071,4,OXA-879,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006072,4,OXA-880,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006073,4,OXA-881,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006074,4,OXA-882,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006075,4,OXA-883,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006076,4,OXA-884,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006077,4,OXA-885,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006078,4,OXA-886,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006079,4,OXA-887,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006080,4,OXA-888,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006081,4,OXA-889,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006082,4,OXA-890,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006083,4,OXA-891,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006084,4,OXA-892,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006096,4,OXA-909,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006097,4,OXA-910,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006102,4,OXA-916,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006112,4,OXA-927,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006118,4,OXA-938,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006119,4,OXA-939,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006120,4,OXA-940,OXA beta-lactamase,carbapenem;cephalosporin;penam
3002193,5,IMP-2,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002233,5,IMP-42,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002224,5,IMP-33,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002210,5,IMP-19,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3003659,5,IMP-51,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002217,5,IMP-26,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002192,5,IMP-1,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002220,5,IMP-29,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002196,5,IMP-5,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002213,5,IMP-22,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002239,5,IMP-48,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002202,5,IMP-11,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002216,5,IMP-25,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002234,5,IMP-43,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002225,5,IMP-34,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002207,5,IMP-16,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002199,5,IMP-8,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002212,5,IMP-21,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002205,5,IMP-14,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002228,5,IMP-37,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002221,5,IMP-30,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002197,5,IMP-6,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002195,5,IMP-4,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002201,5,IMP-10,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002194,5,IMP-3,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002198,5,IMP-7,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002206,5,IMP-15,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002231,5,IMP-40,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002219,5,IMP-28,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002229,5,IMP-38,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002204,5,IMP-13,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002211,5,IMP-20,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002232,5,IMP-41,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002235,5,IMP-44,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002215,5,IMP-24,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002209,5,IMP-18,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002223,5,IMP-32,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002236,5,IMP-45,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002200,5,IMP-9,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3003657,5,IMP-49,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3004823,5,IMP-52,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3004494,5,IMP-55,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3004495,5,IMP-56,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005019,5,IMP-68,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002208,5,IMP-17,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002214,5,IMP-23,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002230,5,IMP-39,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002237,5,IMP-46,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005463,5,IMP-53,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005464,5,IMP-54,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005465,5,IMP-58,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005466,5,IMP-59,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005467,5,IMP-60,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005468,5,IMP-61,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005469,5,IMP-62,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005472,5,IMP-65,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005473,5,IMP-66,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005475,5,IMP-69,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005476,5,IMP-70,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005477,5,IMP-71,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005478,5,IMP-73,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005479,5,IMP-74,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005480,5,IMP-75,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005481,5,IMP-76,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005482,5,IMP-77,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005483,5,IMP-78,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005484,5,IMP-79,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005485,5,IMP-80,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005486,5,IMP-81,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005487,5,IMP-82,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005488,5,IMP-83,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005489,5,IMP-84,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005490,5,IMP-85,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005491,5,IMP-88,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005492,5,IMP-89,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3004755,6,BIL-1,BIL Beta-lactamase,cephalosporin
3002125,6,CMY-114,CMY beta-lactamase,cephamycin
3002053,6,CMY-42,CMY beta-lactamase,cephalosporin;cephamycin
3002083,6,CMY-70,CMY beta-lactamase,cephamycin
